frameV180.jpg, car, 0.911, 1484.9, 1532.7, 3683.4, 2154.9
frameV180.jpg, bus, 0.880, 1141.2, 1264.3, 1505.1, 1602.3
frameV180.jpg, person, 0.818, 14.6, 1392.0, 162.3, 1905.3
frameV180.jpg, car, 0.763, 2842.9, 1390.1, 3445.3, 1759.7
frameV180.jpg, person, 0.649, 193.9, 1370.3, 281.7, 1610.2
frameV180.jpg, car, 0.529, 1475.1, 1387.1, 1794.4, 1707.7
frameV180.jpg, person, 0.475, 669.4, 1351.2, 770.9, 1717.5
frameV180.jpg, car, 0.366, 2199.4, 1396.9, 2672.8, 1554.0
frameV180.jpg, person, 0.361, 767.6, 1426.6, 848.4, 1643.1
frameV180.jpg, person, 0.318, 687.8, 1419.2, 770.2, 1711.2
frameV180.jpg, truck, 0.294, 300.1, 1287.7, 773.3, 1722.5
frameV180.jpg, car, 0.282, 1481.3, 1378.2, 1925.0, 1712.4
frameV1900.jpg, car, 0.916, 2527.9, 1452.8, 3286.2, 1979.5
frameV1900.jpg, bus, 0.904, 839.0, 1199.5, 1457.4, 1874.4
frameV1900.jpg, car, 0.851, 1802.9, 1501.9, 2111.2, 1711.6
frameV1900.jpg, person, 0.832, 0.0, 1473.2, 134.2, 1977.0
frameV1900.jpg, car, 0.819, 2168.2, 1427.3, 2499.6, 1675.9
frameV1900.jpg, car, 0.786, 3335.8, 1777.8, 3838.1, 2151.4
frameV1900.jpg, car, 0.703, 3017.9, 1443.0, 3463.0, 1816.4
frameV1900.jpg, car, 0.571, 2017.6, 1463.2, 2171.6, 1612.8
frameV1900.jpg, person, 0.566, 628.7, 1412.1, 735.1, 1794.9
frameV1900.jpg, car, 0.478, 1564.1, 1425.9, 1671.9, 1509.0
frameV1900.jpg, car, 0.407, 1773.8, 1440.4, 1883.5, 1574.9
frameV1900.jpg, person, 0.376, 365.0, 1457.5, 589.0, 1886.0
frameV1900.jpg, car, 0.349, 1442.5, 1420.5, 1520.0, 1591.1
frameV1900.jpg, person, 0.336, 730.7, 1460.9, 805.1, 1675.6
frameV1900.jpg, car, 0.332, 1446.4, 1408.2, 1535.7, 1512.5
frameV1900.jpg, car, 0.318, 1444.6, 1406.2, 1530.6, 1556.3
frameV1900.jpg, person, 0.274, 724.3, 1446.7, 814.7, 1706.8
frameV1900.jpg, person, 0.260, 422.8, 1460.9, 573.2, 1883.8
frameV1900.jpg, truck, 0.257, 1698.0, 1366.9, 1817.9, 1544.8
frameV1840.jpg, car, 0.932, 2058.6, 1562.3, 3265.8, 2150.2
frameV1840.jpg, car, 0.882, 2870.8, 1484.9, 3835.5, 2122.4
frameV1840.jpg, bus, 0.879, 814.6, 1176.4, 1430.5, 1859.8
frameV1840.jpg, car, 0.799, 1700.7, 1460.3, 1956.3, 1652.8
frameV1840.jpg, car, 0.719, 1932.5, 1445.5, 2070.3, 1586.9
frameV1840.jpg, person, 0.710, 0.0, 1433.6, 94.4, 1959.7
frameV1840.jpg, person, 0.623, 599.2, 1394.9, 699.6, 1758.5
frameV1840.jpg, car, 0.552, 1531.8, 1415.4, 1638.3, 1489.7
frameV1840.jpg, car, 0.533, 2159.7, 1451.2, 2593.7, 1666.1
frameV1840.jpg, car, 0.496, 2542.9, 1433.4, 2919.7, 1585.3
frameV1840.jpg, car, 0.413, 2052.0, 1408.8, 2302.5, 1637.7
frameV1840.jpg, car, 0.310, 1685.3, 1404.5, 1793.2, 1524.6
frameV1840.jpg, person, 0.284, 682.9, 1434.8, 784.1, 1688.2
frameV1840.jpg, car, 0.253, 1410.2, 1401.5, 1491.0, 1520.7
frameV1560.jpg, car, 0.904, 2749.3, 1312.0, 3838.9, 2058.6
frameV1560.jpg, car, 0.860, 2026.1, 1372.2, 2422.6, 1714.1
frameV1560.jpg, bus, 0.834, 869.8, 1155.4, 1397.8, 1721.4
frameV1560.jpg, car, 0.782, 1475.5, 1341.9, 2116.5, 1844.7
frameV1560.jpg, car, 0.737, 2398.5, 1391.4, 2709.5, 1628.5
frameV1560.jpg, person, 0.468, 539.6, 1344.0, 648.3, 1693.7
frameV1560.jpg, car, 0.403, 1426.8, 1363.8, 1547.5, 1477.2
frameV1560.jpg, car, 0.399, 2688.7, 1350.0, 2862.4, 1698.3
frameV1560.jpg, car, 0.331, 2690.8, 1350.7, 2945.6, 1703.3
frameV1560.jpg, car, 0.264, 2335.8, 1345.5, 2709.7, 1628.2
frameV62360.jpg, car, 0.828, 423.0, 175.9, 447.8, 194.2
frameV62360.jpg, car, 0.807, 188.3, 204.8, 223.1, 230.1
frameV62360.jpg, bus, 0.753, 0.1, 177.2, 153.4, 329.7
frameV62360.jpg, train, 0.694, 493.8, 97.6, 638.7, 145.9
frameV62360.jpg, car, 0.624, 235.4, 216.5, 269.4, 248.3
frameV62360.jpg, car, 0.602, 256.3, 183.1, 282.0, 208.2
frameV62360.jpg, car, 0.556, 245.3, 165.1, 266.1, 180.2
frameV62360.jpg, car, 0.546, 180.7, 260.9, 223.4, 290.6
frameV62360.jpg, car, 0.532, 568.6, 281.2, 639.7, 344.2
frameV62360.jpg, car, 0.531, 214.6, 186.7, 240.6, 207.0
frameV62360.jpg, car, 0.442, 399.2, 267.7, 456.7, 333.6
frameV62360.jpg, car, 0.427, 191.5, 176.4, 213.0, 192.4
frameV62360.jpg, car, 0.397, 334.1, 144.6, 347.4, 155.4
frameV62360.jpg, car, 0.338, 182.8, 249.6, 231.4, 288.6
frameV62360.jpg, car, 0.259, 282.8, 155.1, 295.7, 164.1
frameV5360.jpg, car, 0.807, 332.6, 193.9, 377.4, 228.2
frameV5360.jpg, car, 0.775, 250.8, 308.9, 331.9, 359.2
frameV5360.jpg, car, 0.761, 217.2, 159.2, 245.8, 180.7
frameV5360.jpg, car, 0.739, 519.2, 115.4, 537.6, 127.4
frameV5360.jpg, car, 0.735, 601.2, 140.7, 626.8, 154.5
frameV5360.jpg, car, 0.658, 272.7, 171.5, 302.7, 195.7
frameV5360.jpg, car, 0.600, 276.7, 142.6, 304.7, 165.2
frameV5360.jpg, car, 0.513, 587.0, 132.0, 609.5, 143.4
frameV5360.jpg, car, 0.288, 317.0, 133.9, 342.6, 153.3
frameV5360.jpg, car, 0.275, 262.2, 126.6, 279.4, 136.3
frameV660.jpg, car, 0.757, 360.2, 191.0, 385.8, 213.5
frameV660.jpg, car, 0.739, 212.9, 245.5, 260.1, 284.4
frameV660.jpg, car, 0.718, 405.1, 288.7, 475.6, 360.0
frameV660.jpg, car, 0.627, 252.1, 194.4, 277.9, 217.8
frameV660.jpg, truck, 0.526, 442.3, 168.8, 568.7, 275.0
frameV660.jpg, truck, 0.499, 128.5, 196.9, 203.4, 269.2
frameV660.jpg, car, 0.494, 239.0, 167.8, 258.4, 183.0
frameV660.jpg, truck, 0.455, 64.6, 216.8, 131.0, 271.6
frameV660.jpg, car, 0.418, 281.2, 157.6, 297.0, 171.6
frameV660.jpg, car, 0.378, 342.6, 164.9, 362.5, 183.4
frameV660.jpg, bus, 0.378, 129.5, 196.9, 203.1, 269.7
frameV660.jpg, car, 0.330, 199.4, 176.1, 219.7, 191.1
frameV660.jpg, bus, 0.313, 442.6, 168.6, 568.2, 275.3
frameV660.jpg, train, 0.312, 493.1, 99.1, 639.1, 144.0
frameV6320.jpg, car, 0.812, 213.3, 187.6, 238.6, 210.1
frameV6320.jpg, car, 0.795, 254.2, 191.6, 280.1, 219.5
frameV6320.jpg, bus, 0.740, 365.9, 139.4, 395.8, 178.9
frameV6320.jpg, car, 0.737, 197.1, 276.7, 255.0, 326.9
frameV6320.jpg, car, 0.716, 0.0, 267.8, 86.3, 323.7
frameV6320.jpg, train, 0.599, 493.2, 98.9, 638.6, 145.8
frameV6320.jpg, car, 0.492, 340.4, 158.5, 355.0, 170.4
frameV6320.jpg, car, 0.399, 243.4, 162.9, 260.0, 179.1
frameV6320.jpg, bus, 0.379, 138.2, 192.3, 181.4, 229.1
frameV6320.jpg, truck, 0.368, 138.3, 192.3, 181.6, 229.4
frameV6320.jpg, car, 0.318, 32.2, 328.2, 97.2, 359.6
frameV6320.jpg, car, 0.317, 31.8, 342.5, 96.8, 360.0
frameV6320.jpg, car, 0.294, 279.7, 158.9, 295.4, 171.0
frameV6320.jpg, car, 0.291, 213.9, 165.7, 234.8, 180.1
frameV6320.jpg, bus, 0.278, 415.5, 163.2, 440.9, 189.5
frameV20.jpg, car, 0.934, 0.0, 855.8, 726.9, 1211.6
frameV20.jpg, person, 0.910, 1910.2, 506.0, 2370.7, 1428.3
frameV20.jpg, person, 0.819, 1341.6, 776.4, 1556.6, 1421.8
frameV20.jpg, car, 0.780, 705.3, 910.2, 868.2, 1032.1
frameV20.jpg, person, 0.746, 1630.4, 899.8, 1776.5, 1297.3
frameV20.jpg, person, 0.741, 1581.5, 751.3, 1728.4, 1239.3
frameV20.jpg, car, 0.736, 1007.6, 865.1, 1290.7, 1036.8
frameV20.jpg, car, 0.625, 865.5, 918.9, 970.5, 1014.4
frameV20.jpg, car, 0.601, 865.1, 917.2, 1020.6, 1009.8
frameV20.jpg, person, 0.593, 1325.4, 849.6, 1416.9, 1099.3
frameV20.jpg, traffic light, 0.556, 1492.6, 462.5, 1576.8, 669.1
frameV20.jpg, car, 0.473, 926.6, 920.4, 1023.5, 1008.5
frameV20.jpg, car, 0.463, 1273.5, 920.0, 1358.9, 1024.8
frameV20.jpg, traffic light, 0.418, 1495.4, 464.9, 1556.1, 606.3
frameV20.jpg, person, 0.361, 1.1, 849.8, 64.9, 981.5
frameV260.jpg, person, 0.896, 1695.3, 605.8, 2042.1, 1429.6
frameV260.jpg, person, 0.862, 1347.6, 788.4, 1563.4, 1422.9
frameV260.jpg, car, 0.830, 272.8, 790.2, 1047.3, 1217.1
frameV260.jpg, car, 0.755, 1034.4, 924.3, 1144.9, 1006.9
frameV260.jpg, car, 0.749, 1149.9, 921.1, 1295.9, 1026.4
frameV260.jpg, car, 0.635, 1283.5, 918.9, 1361.8, 1025.8
frameV260.jpg, person, 0.561, 1646.6, 780.7, 1767.9, 1338.1
frameV260.jpg, person, 0.502, 272.8, 854.4, 343.5, 1043.2
frameV260.jpg, person, 0.498, 1584.0, 784.1, 1699.0, 1247.5
frameV260.jpg, person, 0.486, 144.3, 835.4, 227.8, 1064.9
frameV260.jpg, traffic light, 0.455, 1502.2, 465.7, 1580.1, 671.2
frameV260.jpg, person, 0.434, 1333.5, 850.9, 1420.1, 1096.1
frameV260.jpg, person, 0.421, 55.1, 847.9, 128.6, 1070.7
frameV260.jpg, person, 0.362, 0.0, 878.8, 54.9, 1107.7
frameV260.jpg, car, 0.290, 1056.9, 923.3, 1155.2, 1002.6
frameV260.jpg, person, 0.266, 139.0, 840.1, 204.3, 1060.6
frameV260.jpg, truck, 0.261, 1902.1, 616.0, 2231.0, 914.5
frameV3900.jpg, car, 0.883, 243.1, 2707.1, 773.2, 3256.0
frameV3900.jpg, car, 0.807, 1445.3, 1818.7, 1645.7, 1977.5
frameV3900.jpg, car, 0.801, 3.0, 2323.2, 374.8, 2680.0
frameV3900.jpg, car, 0.764, 344.5, 1978.7, 568.4, 2185.1
frameV3900.jpg, car, 0.643, 728.5, 1956.5, 938.5, 2141.6
frameV3900.jpg, car, 0.600, 740.7, 2157.4, 1037.6, 2450.0
frameV3900.jpg, train, 0.544, 1395.9, 1279.4, 1705.7, 1667.8
frameV3900.jpg, motorcycle, 0.382, 1598.7, 2360.7, 1717.5, 2549.2
frameV3900.jpg, car, 0.366, 465.3, 1815.5, 639.8, 1994.9
